,LSOA Code,LSOA Name.x,Local Authority Name,WIMD 2019,WIMD 2014 (r),WIMD 2011 score,from14to19,from11to14,from11to19,Of interest
689,W01000717,Pontyberem 2,Carmarthenshire,20.25392162,20.48893448,21.41997972,-0.23501286,-0.931045241,-1.166058101,
1008,W01001042,Pontycymmer 1,Bridgend,27.37551008,26.80688879,24.8755211,0.56862129,1.931367686,2.499988976,
1009,W01001043,Pontycymmer 2,Bridgend,32.59085047,31.16223982,25.04182066,1.42861065,6.120419159,7.549029809,
1486,W01001524,Pontypool,Torfaen,28.09734737,24.4177037,19.30250776,3.67964367,5.115195945,8.794839615,
1191,W01001227,Pontypridd Town 1,Rhondda Cynon Taf,9.576771616,7.908908756,7.837671052,1.66786286,0.071237704,1.739100564,
1192,W01001228,Pontypridd Town 2,Rhondda Cynon Taf,17.20255148,13.55615063,11.76553235,3.64640085,1.790618281,5.437019131,
917,W01000949,Port Talbot 1,Neath Port Talbot,17.47724881,16.11002821,16.42188712,1.3672206,-0.311858913,1.055361687,
918,W01000950,Port Talbot 2,Neath Port Talbot,25.23612323,23.06644197,24.79947281,2.16968126,-1.733030843,0.436650417,
919,W01000951,Port Talbot 3,Neath Port Talbot,37.76440197,36.31285743,34.36971293,1.45154454,1.943144498,3.394689038,
920,W01000952,Port Talbot 4,Neath Port Talbot,25.2937011,22.79428399,21.9879544,2.49941711,0.806329589,3.305746699,
1193,W01001229,Porth 1,Rhondda Cynon Taf,21.6753897,20.6132607,19.80465096,1.062129,0.808609741,1.870738741,
1194,W01001230,Porth 2,Rhondda Cynon Taf,12.83951935,14.07833664,14.38324917,-1.23881729,-0.30491253,-1.54372982,
1195,W01001231,Porth 3,Rhondda Cynon Taf,31.90043286,29.18268872,27.94421625,2.71774414,1.238472468,3.956216608,
1196,W01001232,Porth 4,Rhondda Cynon Taf,27.08584845,33.37272721,35.7868045,-6.28687876,-2.414077292,-8.700956052,
1010,W01001044,Porthcawl East Central 1,Bridgend,23.68496396,29.11828615,27.54997915,-5.43332219,1.568306998,-3.865015192,
1011,W01001045,Porthcawl East Central 2,Bridgend,27.970134,26.50891927,26.56462145,1.46121473,-0.055702184,1.405512546,
1012,W01001046,Porthcawl West Central 1,Bridgend,27.45607088,26.01448756,26.82865323,1.44158332,-0.814165674,0.627417646,
1013,W01001047,Porthcawl West Central 2,Bridgend,11.50059147,9.435860312,11.20705616,2.064731158,-1.77119585,0.293535308,
103,W01000107,Porthmadog - Tremadog,Gwynedd,15.67551454,16.07136938,17.52120735,-0.39585484,-1.449837967,-1.845692807,
101,W01000105,Porthmadog East,Gwynedd,14.82624449,17.94653567,20.22607661,-3.12029118,-2.279540942,-5.399832122,
102,W01000106,Porthmadog West,Gwynedd,6.477089645,9.815526525,9.802532762,-3.33843688,0.012993763,-3.325443117,
36,W01000036,Porthyfelin 1,Isle of Anglesey,36.10217609,39.02061133,42.8794471,-2.91843524,-3.85883577,-6.77727101,
37,W01000037,Porthyfelin 2,Isle of Anglesey,17.61707963,16.31058492,24.112027,1.30649471,-7.801442075,-6.494947365,
1536,W01001578,Portskewett,Monmouthshire,8.389393442,6.772332057,7.374087359,1.617061385,-0.601755302,1.015306083,
205,W01000212,Prestatyn Central 1,Denbighshire,7.721723575,8.954773795,8.808177588,-1.23305022,0.146596207,-1.086454013,
206,W01000213,Prestatyn Central 2,Denbighshire,32.73895423,37.95579916,35.17626839,-5.21684493,2.779530772,-2.437314158,
207,W01000214,Prestatyn East 1,Denbighshire,33.06404559,29.72252695,19.57867238,3.34151864,10.14385457,13.48537321,
208,W01000215,Prestatyn East 2,Denbighshire,4.347119488,4.628569073,4.771305964,-0.281449585,-0.142736891,-0.424186476,
209,W01000216,Prestatyn East 3,Denbighshire,26.20361702,23.85558017,16.44885211,2.34803685,7.406728059,9.754764909,
210,W01000217,Prestatyn Meliden,Denbighshire,19.91357508,20.30833708,21.31976366,-0.394762,-1.011426578,-1.406188578,
211,W01000218,Prestatyn North 1,Denbighshire,25.69957333,20.81056175,19.86343583,4.88901158,0.947125924,5.836137504,
212,W01000219,Prestatyn North 2,Denbighshire,20.10956036,17.45412088,21.64816116,2.65543948,-4.194040283,-1.538600803,
213,W01000220,Prestatyn North 3,Denbighshire,21.09426607,24.05340338,26.23968107,-2.95913731,-2.186277685,-5.145414995,
214,W01000221,Prestatyn South West 1,Denbighshire,24.28263432,24.62579671,22.6426585,-0.34316239,1.98313821,1.63997582,
215,W01000222,Prestatyn South West 2,Denbighshire,16.64119359,16.00219256,17.99269659,0.63900103,-1.990504026,-1.351502996,
468,W01000485,Presteigne 1,Powys,11.32452842,10.38514531,11.23239159,0.93938311,-0.847246277,0.092136833,
469,W01000486,Presteigne 2,Powys,10.41528834,13.46924036,11.47166166,-3.05395202,1.997578702,-1.056373318,
1537,W01001579,Priory 1,Monmouthshire,10.6317949,12.57746468,8.965776218,-1.94566978,3.611688463,1.666018683,
1538,W01001580,Priory 2,Monmouthshire,15.8393844,17.83821619,14.70728266,-1.99883179,3.130933527,1.132101737,
104,W01000108,Pwllheli North,Gwynedd,15.70216334,16.74776818,19.46842964,-1.04560484,-2.720661461,-3.766266301,
105,W01000109,Pwllheli South,Gwynedd,16.35547573,19.48011339,21.02555408,-3.12463766,-1.545440685,-4.670078345,
1014,W01001048,Pyle 1,Bridgend,8.924499359,12.40296439,9.020396178,-3.478465031,3.382568212,-0.095896819,
1015,W01001049,Pyle 2,Bridgend,38.4759559,39.69046272,44.94077734,-1.21450682,-5.250314616,-6.464821436,
1016,W01001050,Pyle 3,Bridgend,28.95697689,26.11654991,26.5116954,2.84042698,-0.395145491,2.445281489,
1017,W01001051,Pyle 4,Bridgend,21.22182207,26.55415793,22.49854588,-5.33233586,4.055612047,-1.276723813,
1018,W01001052,Pyle 5,Bridgend,29.90297166,29.53644766,28.98714544,0.366524,0.549302218,0.915826218,
690,W01000718,Quarter Bach 1,Carmarthenshire,23.41607862,23.64958508,24.06761961,-0.23350646,-0.418034529,-0.651540989,
691,W01000719,Quarter Bach 2,Carmarthenshire,20.1152438,21.10677828,22.79199627,-0.99153448,-1.685217991,-2.676752471,
321,W01000328,Queensferry,Flintshire,30.79100907,34.20525775,28.43818739,-3.41424868,5.767070361,2.352821681,
404,W01000413,Queensway 1,Wrexham,73.37946422,78.30282345,74.41937484,-4.92335923,3.883448609,-1.039910621,
405,W01000414,Queensway 2,Wrexham,55.52607376,52.26621933,54.3615656,3.25985443,-2.09534627,1.16450816,
1797,W01001846,Radyr & Morganstown 1,Cardiff,4.80066479,5.289904556,6.434316385,-0.489239766,-1.144411829,-1.633651595,
1798,W01001847,Radyr & Morganstown 2,Cardiff,3.351893815,2.026305382,4.272582471,1.325588433,-2.246277089,-0.920688656,
1539,W01001581,Raglan,Monmouthshire,10.02142847,7.960992034,8.854202811,2.060436436,-0.893210777,1.167225659,
1432,W01001470,Rassau 1,Blaenau Gwent,15.45016028,15.83096548,20.37898892,-0.3808052,-4.548023438,-4.928828638,
1433,W01001471,Rassau 2,Blaenau Gwent,42.01703367,49.30213618,49.00965972,-7.28510251,0.292476458,-6.992626052,
921,W01000953,Resolven 1,Neath Port Talbot,26.25429109,24.60640628,25.05514439,1.64788481,-0.448738113,1.199146697,
922,W01000954,Resolven 2,Neath Port Talbot,16.68350267,17.07424695,18.51895231,-0.39074428,-1.444705364,-1.835449644,
1019,W01001053,Rest Bay 1,Bridgend,5.695009599,5.961351783,8.048232813,-0.266342184,-2.08688103,-2.353223214,
1020,W01001054,Rest Bay 2,Bridgend,4.144203121,6.122389094,6.809177155,-1.978185973,-0.686788061,-2.664974034,
470,W01000487,Rhayader,Powys,15.89925231,16.36583184,16.70491315,-0.46657953,-0.339081309,-0.805660839,
1197,W01001233,Rhigos,Rhondda Cynon Taf,22.81216947,22.42593076,21.5616566,0.38623871,0.864274156,1.250512866,
173,W01000180,Rhiw 1,Conwy,4.248949064,5.174583904,7.945223858,-0.92563484,-2.770639954,-3.696274794,
174,W01000181,Rhiw 2,Conwy,3.238017495,3.896193905,6.967705972,-0.65817641,-3.071512067,-3.729688477,
175,W01000182,Rhiw 3,Conwy,42.75805114,40.06139048,41.47109749,2.69666066,-1.409707007,1.286953653,
176,W01000183,Rhiw 4,Conwy,12.40584848,10.43639518,8.292017264,1.9694533,2.144377916,4.113831216,
1799,W01001848,Rhiwbina 1,Cardiff,3.762267713,3.734197941,2.768225646,0.028069772,0.965972295,0.994042067,
1800,W01001849,Rhiwbina 2,Cardiff,3.990878312,3.355528713,6.438730342,0.635349599,-3.083201629,-2.44785203,
1801,W01001850,Rhiwbina 3,Cardiff,2.800338698,2.031231676,2.331896153,0.769107022,-0.300664477,0.468442545,
1802,W01001851,Rhiwbina 4,Cardiff,5.751877301,5.234276051,5.225027253,0.51760125,0.009248798,0.526850048,
1803,W01001852,Rhiwbina 5,Cardiff,3.963058124,1.877966917,4.10285611,2.085091207,-2.224889193,-0.139797986,
1804,W01001853,Rhiwbina 6,Cardiff,3.511767685,1.897202281,2.617974013,1.614565404,-0.720771732,0.893793673,
1805,W01001854,Rhiwbina 7,Cardiff,5.000179509,2.452222205,2.849061813,2.547957304,-0.396839608,2.151117696,
471,W01000488,Rhiwcynon,Powys,12.51754284,12.74379017,15.25016904,-0.22624733,-2.506378869,-2.732626199,
1198,W01001234,Rhondda 1,Rhondda Cynon Taf,22.73607336,21.59752155,20.51419159,1.13855181,1.083329958,2.221881768,
1199,W01001235,Rhondda 2,Rhondda Cynon Taf,28.94184265,25.59684556,26.89664634,3.34499709,-1.299800779,2.045196311,
1200,W01001236,Rhondda 3,Rhondda Cynon Taf,12.56456228,15.59225649,11.82541986,-3.02769421,3.766836631,0.739142421,
1082,W01001117,Rhoose 1,Vale of Glamorgan,8.509060137,10.95730672,11.95646424,-2.448246583,-0.999157517,-3.4474041,
1083,W01001118,Rhoose 2,Vale of Glamorgan,9.40157738,12.20711581,11.87990762,-2.80553843,0.327208186,-2.478330244,
1084,W01001119,Rhoose 3,Vale of Glamorgan,9.228842672,7.280947323,7.570941512,1.947895349,-0.289994189,1.65790116,
1085,W01001120,Rhoose 4,Vale of Glamorgan,4.028509103,5.56380473,4.866006704,-1.535295627,0.697798026,-0.837497601,
923,W01000955,Rhos 1,Neath Port Talbot,12.01285441,11.73435238,13.7842753,0.27850203,-2.049922915,-1.771420885,
924,W01000956,Rhos 2,Neath Port Talbot,6.747731356,6.516167289,8.288852819,0.231564067,-1.77268553,-1.541121463,
406,W01000415,Rhosnesni 1,Wrexham,8.820012272,8.772502212,9.659503606,0.04751006,-0.887001394,-0.839491334,
407,W01000416,Rhosnesni 2,Wrexham,1.873779216,3.286912515,4.162939388,-1.413133299,-0.876026873,-2.289160172,
38,W01000038,Rhosyr,Isle of Anglesey,21.45389395,23.3480673,22.55509918,-1.89417335,0.792968125,-1.101205225,
216,W01000223,Rhuddlan 1,Denbighshire,11.47692414,9.21027312,10.90968876,2.26665102,-1.699415642,0.567235378,
217,W01000224,Rhuddlan 2,Denbighshire,12.08028713,11.92946525,15.57012573,0.15082188,-3.640660477,-3.489838597,
218,W01000225,Rhuddlan 3,Denbighshire,13.89513746,14.0925894,15.22018454,-0.19745194,-1.127595137,-1.325047077,
1201,W01001237,Rhydfelen Central / Llan 1,Rhondda Cynon Taf,42.2135142,39.60700783,31.11180642,2.60650637,8.495201406,11.10170778,
1202,W01001238,Rhydfelen Central / Llan 2,Rhondda Cynon Taf,67.32209874,72.10323337,61.03290183,-4.78113463,11.07033154,6.289196907,
1203,W01001239,Rhydfelen Central / Llan 3,Rhondda Cynon Taf,48.27433993,44.82157029,38.11579491,3.45276964,6.705775381,10.15854502,
219,W01000226,Rhyl East 1,Denbighshire,34.46687779,32.6725977,29.31919275,1.79428009,3.35340495,5.14768504,
220,W01000227,Rhyl East 2,Denbighshire,17.61713436,13.20736586,16.16364319,4.4097685,-2.956277334,1.453491166,
221,W01000228,Rhyl East 3,Denbighshire,49.17530281,53.41982543,41.74609991,-4.24452262,11.67372552,7.429202904,
222,W01000229,Rhyl South 1,Denbighshire,25.85436905,26.96010191,27.11613466,-1.10573286,-0.156032749,-1.261765609,
223,W01000230,Rhyl South 2,Denbighshire,12.16003793,11.72666458,14.74449294,0.43337335,-3.01782836,-2.58445501,
224,W01000231,Rhyl South East 1,Denbighshire,21.04579664,18.44370696,21.57211705,2.60208968,-3.128410086,-0.526320406,
225,W01000232,Rhyl South East 2,Denbighshire,14.65663196,15.56421704,15.92859732,-0.90758508,-0.364380284,-1.271965364,
226,W01000233,Rhyl South East 3,Denbighshire,18.6466387,14.1793131,15.87794332,4.4673256,-1.698630222,2.768695378,
227,W01000234,Rhyl South East 4,Denbighshire,43.95198158,45.11506929,36.86618875,-1.16308771,8.248880545,7.085792835,
228,W01000235,Rhyl South East 5,Denbighshire,10.12360298,9.174126418,10.64008507,0.949476562,-1.465958649,-0.516482087,
229,W01000236,Rhyl South West 1,Denbighshire,60.53599181,53.18312525,52.51651145,7.35286656,0.666613797,8.019480357,
230,W01000237,Rhyl South West 2,Denbighshire,69.27579567,70.38585407,73.33438084,-1.1100584,-2.948526773,-4.058585173,
231,W01000238,Rhyl South West 3,Denbighshire,24.18349662,23.79054183,25.82677787,0.39295479,-2.036236035,-1.643281245,
232,W01000239,Rhyl West 1,Denbighshire,80.33638351,75.40671733,76.21244335,4.92966618,-0.805726016,4.123940164,
233,W01000240,Rhyl West 2,Denbighshire,86.63135728,82.72537197,84.75246954,3.90598531,-2.027097565,1.878887745,
234,W01000241,Rhyl West 3,Denbighshire,72.06141551,70.49526733,64.83582209,1.56614818,5.659445238,7.225593418,
1620,W01001663,Ringland 1,Newport,35.22181753,30.02606937,26.61551266,5.19574816,3.410556711,8.606304871,
1621,W01001664,Ringland 2,Newport,48.16661389,42.72411403,42.7467879,5.44249986,-0.022673866,5.419825994,
1622,W01001665,Ringland 3,Newport,24.28427719,24.48985642,24.32080477,-0.20557923,0.16905165,-0.03652758,
1623,W01001666,Ringland 4,Newport,52.37823249,49.58992515,45.98336291,2.78830734,3.606562239,6.394869579,
1624,W01001667,Ringland 5,Newport,57.06854213,57.14695524,52.26622437,-0.07841311,4.880730866,4.802317756,
1625,W01001668,Ringland 6,Newport,44.85300986,43.10140031,45.96913971,1.75160955,-2.867739403,-1.116129853,
1369,W01001407,Risca East 1,Caerphilly,13.66052886,14.23065044,12.69992079,-0.57012158,1.53072965,0.96060807,
1370,W01001408,Risca East 2,Caerphilly,30.52170977,31.1383729,32.12549112,-0.61666313,-0.987118216,-1.603781346,
1371,W01001409,Risca East 3,Caerphilly,11.23177375,12.09706277,11.16222051,-0.86528902,0.934842263,0.069553243,
1372,W01001410,Risca East 4,Caerphilly,26.34666514,25.66438892,24.53656328,0.68227622,1.127825641,1.810101861,
1373,W01001411,Risca West 1,Caerphilly,19.9345172,21.34030506,24.24567883,-1.40578786,-2.905373769,-4.311161629,
1374,W01001412,Risca West 2,Caerphilly,18.55747871,18.88949088,20.12225741,-0.33201217,-1.232766532,-1.564778702,
1375,W01001413,Risca West 3,Caerphilly,24.57699148,25.18043025,24.99849724,-0.60343877,0.181933011,-0.421505759,
1806,W01001855,Riverside 1,Cardiff,48.58065304,38.12449235,41.34500008,10.45616069,-3.220507729,7.235652961,
1807,W01001856,Riverside 2,Cardiff,51.62403988,49.28384599,60.59692108,2.34019389,-11.31307509,-8.972881203,
1808,W01001857,Riverside 3,Cardiff,57.41101438,55.5771499,56.88517798,1.83386448,-1.308028076,0.525836404,
1809,W01001858,Riverside 4,Cardiff,12.32502731,11.57672147,12.65316115,0.74830584,-1.07643968,-0.32813384,
1810,W01001859,Riverside 5,Cardiff,13.55908132,10.99657354,16.13418243,2.56250778,-5.13760889,-2.57510111,
1811,W01001860,Riverside 6,Cardiff,13.42333447,9.272592873,9.187834522,4.150741597,0.084758351,4.235499948,
1812,W01001861,Riverside 7,Cardiff,15.18989362,15.99861624,16.31366649,-0.80872262,-0.315050251,-1.123772871,
1813,W01001862,Riverside 8,Cardiff,35.4078288,33.18978538,32.40779963,2.21804342,0.781985747,3.000029167,
1626,W01001669,Rogerstone 1,Newport,1.94488352,2.8465706,5.497279317,-0.90168708,-2.650708717,-3.552395797,
1627,W01001670,Rogerstone 2,Newport,4.020079502,4.294574469,8.353664586,-0.274494967,-4.059090117,-4.333585084,
1628,W01001671,Rogerstone 3,Newport,20.69301098,23.06385053,26.98600981,-2.37083955,-3.922159281,-6.292998831,
1629,W01001672,Rogerstone 4,Newport,13.39488248,11.67217355,14.66469454,1.72270893,-2.992520992,-1.269812062,
1630,W01001673,Rogerstone 5,Newport,3.697921744,3.50541248,7.233658728,0.192509264,-3.728246248,-3.535736984,
1631,W01001674,Rogerstone 6,Newport,15.08540554,13.29804305,17.48211787,1.78736249,-4.184074819,-2.396712329,
1540,W01001582,Rogiet,Monmouthshire,12.65922067,10.17837844,9.017146085,2.48084223,1.161232355,3.642074585,
408,W01000417,Rossett 1,Wrexham,3.805761406,4.114261602,5.702226103,-0.308500196,-1.587964501,-1.896464697,
409,W01000418,Rossett 2,Wrexham,10.7318542,9.510423287,12.45629047,1.221430913,-2.945867186,-1.724436273,
410,W01000419,Ruabon 1,Wrexham,21.61119963,22.8840616,28.10537968,-1.27286197,-5.221318084,-6.494180054,
411,W01000420,Ruabon 2,Wrexham,16.46301292,20.33193555,17.60960687,-3.86892263,2.722328679,-1.146593951,
586,W01000611,Rudbaxton,Pembrokeshire,10.32990012,9.10854144,11.12647502,1.22135868,-2.01793358,-0.7965749,
1814,W01001863,Rumney 1,Cardiff,20.17330614,18.87165902,15.52327766,1.30164712,3.348381358,4.650028478,
1815,W01001864,Rumney 2,Cardiff,9.06150675,10.09195994,11.32597106,-1.03045319,-1.234011117,-2.264464307,
1816,W01001865,Rumney 3,Cardiff,11.45021409,14.38060838,14.37798541,-2.93039429,0.002622975,-2.927771315,
1817,W01001866,Rumney 4,Cardiff,36.85029443,46.99730591,35.57311432,-10.14701148,11.42419159,1.277180106,
1818,W01001867,Rumney 5,Cardiff,52.17211499,61.09507556,55.41098402,-8.92296057,5.684091544,-3.238869026,
1819,W01001868,Rumney 6,Cardiff,30.26941685,35.09943564,35.18966526,-4.83001879,-0.090229623,-4.920248413,
235,W01000242,Ruthin 1,Denbighshire,16.35577643,15.69532657,12.36099585,0.66044986,3.33433072,3.99478058,
236,W01000243,Ruthin 2,Denbighshire,10.25974182,8.124840217,7.53949227,2.134901603,0.585347947,2.72024955,
237,W01000244,Ruthin 3,Denbighshire,2.00938394,3.289816445,4.040203768,-1.280432505,-0.750387323,-2.030819828,
322,W01000329,Saltney Mold Junction,Flintshire,26.94760414,24.76400568,23.20920127,2.18359846,1.554804406,3.738402866,
323,W01000330,Saltney Stonebridge 1,Flintshire,20.90903987,22.08215561,26.86336558,-1.17311574,-4.781209969,-5.954325709,
324,W01000331,Saltney Stonebridge 2,Flintshire,12.76530882,13.17973503,12.90390824,-0.41442621,0.27582679,-0.13859942,
925,W01000957,Sandfields East 1,Neath Port Talbot,49.20402309,38.25295608,41.55648706,10.95106701,-3.303530982,7.647536028,
926,W01000958,Sandfields East 2,Neath Port Talbot,56.14608562,53.62446845,58.26362453,2.52161717,-4.639156077,-2.117538907,
927,W01000959,Sandfields East 3,Neath Port Talbot,15.55743822,17.00355048,17.43314616,-1.44611226,-0.42959568,-1.87570794,
928,W01000960,Sandfields East 4,Neath Port Talbot,34.63626515,34.48392709,36.02351962,0.15233806,-1.539592534,-1.387254474,
929,W01000961,Sandfields West 1,Neath Port Talbot,36.61386697,32.45420355,31.88377838,4.15966342,0.570425173,4.730088593,
930,W01000962,Sandfields West 2,Neath Port Talbot,60.59242597,57.37511646,59.31375714,3.21730951,-1.938640682,1.278668828,
931,W01000963,Sandfields West 3,Neath Port Talbot,49.93398648,49.29792227,49.77933075,0.63606421,-0.481408477,0.154655733,
932,W01000964,Sandfields West 4,Neath Port Talbot,50.93637755,42.01054291,48.73933083,8.92583464,-6.728787915,2.197046725,
1021,W01001055,Sarn 1,Bridgend,44.27744704,48.78137804,45.25857146,-4.503931,3.522806579,-0.981124421,
1022,W01001056,Sarn 2,Bridgend,17.98760818,19.44508333,24.4316833,-1.45747515,-4.986599969,-6.444075119,
696,W01000724,Saron 1,Carmarthenshire,20.43315023,22.46909987,26.96068978,-2.03594964,-4.491589906,-6.527539546,
697,W01000725,Saron 2,Carmarthenshire,17.88489255,18.38990315,21.79001074,-0.5050106,-3.40010759,-3.90511819,
590,W01000615,Saundersfoot 1,Pembrokeshire,10.14907961,8.525619033,8.893384756,1.623460577,-0.367765723,1.255694854,
591,W01000616,Saundersfoot 2,Pembrokeshire,10.54442906,10.96297931,11.37794635,-0.41855025,-0.414967037,-0.833517287,
592,W01000617,Scleddau,Pembrokeshire,22.00853593,20.06681016,19.87475023,1.94172577,0.192059927,2.133785697,
325,W01000332,Sealand 1,Flintshire,26.12402337,22.25418463,23.62289221,3.86983874,-1.368707576,2.501131164,
326,W01000333,Sealand 2,Flintshire,47.16875794,39.35630061,35.38022636,7.81245733,3.976074251,11.78853158,
106,W01000110,Seiont 1,Gwynedd,13.93670648,14.85126395,13.34791891,-0.91455747,1.503345042,0.588787572,
107,W01000111,Seiont 2,Gwynedd,24.1836371,23.9867771,21.70531101,0.19686,2.281466091,2.478326091,
933,W01000965,Seven Sisters,Neath Port Talbot,27.49722579,27.84394367,28.37533655,-0.34671788,-0.531392875,-0.878110755,
1546,W01001588,Severn 1,Monmouthshire,7.724143761,8.756939975,8.170988761,-1.032796214,0.585951214,-0.446845,
1547,W01001589,Severn 2,Monmouthshire,18.32316581,21.28013504,21.58017419,-2.95696923,-0.300039147,-3.257008377,
1638,W01001681,Shaftesbury 1,Newport,50.47257004,41.21532601,39.78078959,9.25724403,1.434536417,10.69178045,
1639,W01001682,Shaftesbury 2,Newport,26.50166307,25.42345501,24.36345077,1.07820806,1.060004238,2.138212298,
1640,W01001683,Shaftesbury 3,Newport,17.00999819,15.17658652,15.38462838,1.83341167,-0.208041864,1.625369806,
1641,W01001684,Shaftesbury 4,Newport,20.02609625,15.41498987,15.20900307,4.61110638,0.205986797,4.817093177,
1548,W01001590,Shirenewton,Monmouthshire,7.454394558,6.641325997,6.336630676,0.813068561,0.304695321,1.117763882,
327,W01000334,Shotton East,Flintshire,19.51215111,22.32762247,22.31544389,-2.81547136,0.012178583,-2.803292777,
328,W01000335,Shotton Higher 1,Flintshire,38.95605572,38.02155832,36.21894874,0.9344974,1.802609577,2.737106977,
329,W01000336,Shotton Higher 2,Flintshire,52.58665435,55.86674479,55.08478604,-3.28009044,0.781958746,-2.498131694,
330,W01000337,Shotton West,Flintshire,16.70546192,17.94471317,15.32037861,-1.23925125,2.624334565,1.385083315,
1434,W01001472,Sirhowy 1,Blaenau Gwent,15.56914763,16.50336183,15.59861462,-0.9342142,0.904747208,-0.029466992,
1435,W01001473,Sirhowy 2,Blaenau Gwent,61.2010473,72.54592979,73.50258181,-11.34488249,-0.956652022,-12.30153451,
1436,W01001474,Sirhowy 3,Blaenau Gwent,31.06714106,33.36889318,35.414564,-2.30175212,-2.04567082,-4.34742294,
1437,W01001475,Sirhowy 4,Blaenau Gwent,20.76568658,20.78769911,25.00295883,-0.02201253,-4.215259722,-4.237272252,
1438,W01001476,Six Bells 1,Blaenau Gwent,41.15222812,37.85028079,38.84199424,3.30194733,-0.991713452,2.310233878,
1439,W01001477,Six Bells 2,Blaenau Gwent,21.58680895,21.12255801,17.63526042,0.46425094,3.48729759,3.95154853,
821,W01000853,Sketty 1,Swansea,4.641127389,3.672183799,4.3092914,0.96894359,-0.637107601,0.331835989,
822,W01000854,Sketty 2,Swansea,3.311181305,7.133234325,9.082620154,-3.82205302,-1.949385829,-5.771438849,
823,W01000855,Sketty 3,Swansea,4.024825995,4.730061659,7.048369368,-0.705235664,-2.318307709,-3.023543373,
824,W01000856,Sketty 4,Swansea,33.30572141,37.64300963,39.50120715,-4.33728822,-1.85819752,-6.19548574,
825,W01000857,Sketty 5,Swansea,18.8857728,15.71622104,14.82313313,3.16955176,0.893087911,4.062639671,
826,W01000858,Sketty 6,Swansea,4.034678711,4.276106505,6.017598922,-0.241427794,-1.741492417,-1.982920211,
827,W01000859,Sketty 7,Swansea,5.308565186,6.789941606,7.313127441,-1.48137642,-0.523185835,-2.004562255,
828,W01000860,Sketty 8,Swansea,2.191019881,3.191801879,5.599200257,-1.000781998,-2.407398378,-3.408180376,
829,W01000861,Sketty 9,Swansea,4.608127779,7.138341619,6.668024508,-2.53021384,0.470317111,-2.059896729,
1491,W01001529,Snatchwood,Torfaen,33.31286118,34.02353907,27.62587263,-0.71067789,6.397666444,5.686988554,
593,W01000618,Solva,Pembrokeshire,14.37626739,14.03129389,14.86061621,0.3449735,-0.829322323,-0.484348823,
1820,W01001869,Splott 1,Cardiff,31.86789081,31.45074629,30.6486088,0.41714452,0.802137487,1.219282007,
1821,W01001870,Splott 2,Cardiff,27.14968598,30.00443775,28.58219791,-2.85475177,1.422239838,-1.432511932,
1822,W01001871,Splott 3,Cardiff,61.19654754,67.49951787,55.10606243,-6.30297033,12.39345544,6.090485114,
1823,W01001872,Splott 4,Cardiff,35.07680625,39.89692576,37.70222322,-4.82011951,2.194702536,-2.625416974,
1824,W01001873,Splott 5,Cardiff,46.58472599,54.4844589,42.5012245,-7.89973291,11.9832344,4.083501493,
1825,W01001874,Splott 6,Cardiff,71.36688762,77.14096633,64.32927935,-5.77407871,12.81168698,7.037608272,
1826,W01001875,Splott 7,Cardiff,28.34915788,32.89878092,31.87306021,-4.54962304,1.02572071,-3.52390233,
1827,W01001876,Splott 8,Cardiff,56.39209787,61.42720932,54.76981312,-5.03511145,6.657396197,1.622284747,
1541,W01001583,St. Arvans,Monmouthshire,11.30655964,10.3856317,9.736679532,0.92092794,0.648952168,1.569880108,
238,W01000245,St. Asaph East,Denbighshire,8.480263443,7.486513978,9.067567947,0.993749465,-1.581053969,-0.587304504,
239,W01000246,St. Asaph West,Denbighshire,16.72871566,20.88225237,22.61055617,-4.15353671,-1.7283038,-5.88184051,
1086,W01001121,St. Athan 1,Vale of Glamorgan,19.60593346,23.01858444,21.2405052,-3.41265098,1.778079237,-1.634571743,
1087,W01001122,St. Athan 2,Vale of Glamorgan,8.1472869,10.85878453,11.59285681,-2.71149763,-0.734072278,-3.445569908,
1088,W01001123,St. Augustine's 1,Vale of Glamorgan,6.059841448,6.844108249,9.947333167,-0.784266801,-3.103224918,-3.887491719,
1089,W01001124,St. Augustine's 2,Vale of Glamorgan,10.68421047,9.392027756,12.18243647,1.292182714,-2.790408714,-1.498226,
1090,W01001125,St. Augustine's 3,Vale of Glamorgan,6.792844782,9.861184569,11.46300115,-3.068339787,-1.601816578,-4.670156365,
1091,W01001126,St. Augustine's 4,Vale of Glamorgan,8.134563549,8.938502361,10.52428764,-0.803938812,-1.585785275,-2.389724087,
1092,W01001127,St. Bride's Major 1,Vale of Glamorgan,6.686859268,7.741428134,7.690960777,-1.054568866,0.050467357,-1.004101509,
1093,W01001128,St. Bride's Major 2,Vale of Glamorgan,5.709968548,8.088387376,8.091500154,-2.378418828,-0.003112778,-2.381531606,
1487,W01001525,St. Cadocs and Penygarn,Torfaen,34.83674492,36.3931579,34.05963899,-1.55641298,2.333518906,0.777105926,
1376,W01001414,St. Cattwg 1,Caerphilly,37.88616752,41.95540446,44.0614289,-4.06923694,-2.106024437,-6.175261377,
1377,W01001415,St. Cattwg 2,Caerphilly,22.23200961,25.06897022,26.61070632,-2.83696061,-1.541736098,-4.378696708,
1378,W01001416,St. Cattwg 3,Caerphilly,16.96069966,17.30779893,18.67123116,-0.34709927,-1.363432227,-1.710531497,
